Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
Indiana ADRC (IADRC),,,,,False,cohort,,,,string,clinical
Knight ADRC,,,,,False,cohort,,,,string,clinical
LBP,Living Brain Project,,,,False,cohort,,https://labs.icahn.mssm.edu/minervalab/resources/data-ark/lbp/,,string,clinical
MARS,The Minority Aging Research Study,,,,False,cohort,,https://www.rushu.rush.edu/research/departmental-research/minority-aging-research-study,,string,clinical
MARS-WI,The MARS: Microbiome in Alzheimer’s Risk Study at the University of Wisconsin,,,,False,cohort,,https://www.adrc.wisc.edu/mars-study,,string,clinical
Mayo Clinic ADRC (Mayo ADRC),Mayo Clinic Brain Bank,,,,False,cohort,,https://www.mayo.edu/research/departments-divisions/department-neuroscience-florida/biorepositories/mayo-clinic-brain-bank,,string,clinical
Mayo Clinic Brain Bank (MCBB),,,,,False,cohort,,,,string,clinical
Mayo Clinic Study of Aging (MCSA),,,,,False,cohort,,,,string,clinical
MC,"Mayo Clinic (NOT brain bank, living)",,,,False,cohort,,https://www.mayo.edu/research/clinical-trials/cls-20308924#participating,,string,clinical
MCJ,Mayo Clinic Jacksonville,,,,False,cohort,,https://www.mayo.edu/research/florida,,string,clinical
MCR,Mayo Clinic Rochester,,,,False,cohort,,https://www.mayo.edu/research/minnesota,,string,clinical
Michigan ADRC (MADC),,,,,False,cohort,,,,string,clinical
MIND,MIND Trial to Prevent Alzheimer's,,,,False,cohort,,https://mind-diet-trial.org/,,string,clinical
MSBB,Mount Sinai/JJ Peters VA Medical Center Brain Bank,,,,False,cohort,,https://icahn.mssm.edu/research/nih-brain-tissue-repository,,string,clinical
NYBB,New York Brain Bank at Columbia University,,,,False,cohort,,http://www.columbianeuroresearch.org/taub/res-investigation.html,,string,clinical
Pitt ADRC,University of PIttsburgh Alzheimer's Disease Research Center,,,,False,cohort,,https://www.adrc.pitt.edu/,,string,clinical
POINTER,Protect Brain Health Through Lifestyle Intervention to Reduce Risk,,,,False,cohort,,https://www.alz.org/us-pointer/home.asp,,string,clinical
RADC,Rush Alzheimer's Disease Center,,,,False,cohort,,https://www.rushu.rush.edu/research/departmental-research/rush-alzheimers-disease-center,,string,clinical
ROSMAP,Religious Orders Study/Memory and Aging Project from Rush University ,,,,False,cohort,,"https://www.rushu.rush.edu/research/departmental-research/religious-orders-study, https://www.rushu.rush.edu/research/departmental-research/memory-and-aging-project",,string,clinical
SMRI,Stanley Medical Research Institute,,,,False,cohort,,https://www.stanleyresearch.org/,,string,clinical
Tulsa LIBR-1000, Tulsa Univ and Laureate Institute for Brain Research,,,,False,cohort,,https://utulsa.edu/news/libr-mental-health/,,string,clinical
UFL, University of Florida Neuromedicine Human Brain and Tissue Bank (UF HBTB),,,,False,cohort,,https://ctrnd.med.ufl.edu/research/brain-bank/,,string,clinical
UK Biobank,UK Biobank,,,,False,cohort,,https://www.ukbiobank.ac.uk/,,string,clinical
UPBB,University of Pennsylvania School of Medicine Brain Bank,,,,False,cohort,,https://www.med.upenn.edu/adrc/datasharing.html,,string,clinical
UPenn,"The University of Pennsylvania Alzheimer's Disease Core Center (ADCC), Penn Udall Center and the Center for Neurodegenerative Disease Research (CNDR)",,,,False,cohort,,"https://pathology.med.upenn.edu/research/centers-and-institutes/udall-center-for-parkinsons-research, https://www.med.upenn.edu/cndr/",,string,clinical
UW ADRC,University of Washington Alzheimer's Disease Research Center,,,,False,cohort,,http://depts.washington.edu/mbwc/adrc,,string,clinical
WHICAP,"The Washington-Heights/Inwood Columbia Aging Project (WHICAP) is a community-based longitudinal study, recruiting elderly subjects from Northern Manhattan. Cohorts were established in 1992, 1999, and 2009. Subjects are evaluated every two years.",,,,False,cohort,,https://www.neurology.columbia.edu/research/research-centers-and-programs/alzheimers-disease-research-center-adrc/investigators/investigator-resources,,string,clinical
Mayo Clinic ADRC (Mayo ADRC),,,,,False,cohorts,,,,string,clinical
both fixed and frozen tissue,Conservation method is both fixed and frozen tissue,,,,,conservationMethod,,CLEAR-AD,,string,clinical
fixed tissues only,Conservation method is fixed tissues only,,,,,conservationMethod,,CLEAR-AD,,string,clinical
frozen tissue only,Conservation method is frozen tissue only,,,,,conservationMethod,,CLEAR-AD,,string,clinical
missing or unknown,Conservation method is missing or unknown,,,,,conservationMethod,,CLEAR-AD,,string,clinical
noConservation,No conservation method,,,,,conservationMethod,,CLEAR-AD,,string,clinical
AGMP,Alzheimer Gut Microbiome Project,,,,,consortium,,https://alzheimergut.org/,,string,ADKP 
AMP-AD,Accelerating Medicines Partnership-Alzheimer's Disease,,,,,consortium,,https://adknowledgeportal.synapse.org/,,string,ADKP
BSMN,Brain Somatic Mosaicism Network,,,,,consortium,,https://www.synapse.org/bsmn,,string,ADKP
CDCP,Community Data Contribution Program,,,,,consortium,,https://adknowledgeportal.synapse.org/,,string,ADKP
CMC,CommonMind Consortium,,,,,consortium,,https://www.synapse.org/cmc,,string,ADKP
CSBC,Cancer Systems Biology Consortium,,,,,consortium,,https://csbconsortium.org/,,string,ADKP
DHART SPORE,Data from the D-HART SPORE,,,,,consortium,,http://www.synapse.org/dhart,,string,ADKP
ELITE,Exceptional Longevity Translational Resources,,,,,consortium,,https://adknowledgeportal.synapse.org/Explore/Programs/DetailsPage?Program=ELITE,,string,ADKP
GENIE,Genomics Evidence Neoplasia Information Exchange,,,,,consortium,,http://www.aacr.org/Research/Research/Pages/aacr-project-genie.aspx#.WOQS9RIrKF0,,string,ADKP
M2OVE-AD,Molecular Mechanisms of the Vascular Etiology of Alzheimer's Disease ,,,,,consortium,,https://adknowledgeportal.synapse.org/,,string,ADKP
MODEL-AD,Model Development and Evaluation for Late Onset AD,,,,,consortium,,https://adknowledgeportal.synapse.org/Explore/Programs/DetailsPage?Program=MODEL-AD,,string,ADKP
Not Applicable,,,,,,consortium,,,,string,ADKP
PEC,PsychENCODE Consortium,,,,,consortium,,https://www.synapse.org/pec,,string,ADKP
PSON,Physical Science in Oncology,,,,,consortium,,https://physics.cancer.gov/,,string,ADKP
Psych-AD,Neuropsychiatric Symptoms in Alzheimer's Disease,,,,,consortium,,https://adknowledgeportal.synapse.org/Explore/Programs/DetailsPage?Program=Psych-AD,,string,ADKP
Resilience-AD,Interdisciplinary Research to Understand the Complex Biology of Resilience to Alzheimer's Disease Risk,,,,,consortium,,https://adknowledgeportal.synapse.org/,,string,ADKP
Synodos,Data derived from a CTF-Funded Synodos project,,,,,consortium,,https://www.synapse.org/ctf,,string,ADKP
AIBL pool,"The Australian Imaging, Biomarkers, and Lifestyle Flagship Study of Ageing (AIBL) reference pool.",,,,,controlType,,https://aibl.csiro.au/,,string,experimentalData
Baker pool,The Baker Institute Metabolomics Laboratory reference pool.,,,,,controlType,,https://baker.edu.au/research/laboratories/metabolomics,,string,experimentalData
blank injection,blank injection,,,,,controlType,,-,,string,experimentalData
GIS,A Global Internal Standard used to assess intra- and inter-batch variance.,,,,,controlType,,https://doi.org/10.1101/2020.05.19.105197,,string,experimentalData
GoldenWest,Golden West reference pool,,,,,controlType,,https://doi.org/10.1038/sdata.2017.140,,string,experimentalData
NIST SRM 1950,Human reference plasma from the National Institute of Standards and Technology.,,,,,controlType,,https://www-s.nist.gov/srmors/view_detail.cfm?srm=1950,,string,experimentalData
qc mix,QC Mix,,,,,controlType,,-,,string,experimentalData
Replicate,Replicate Sample,,,,,controlType,,-,,string,experimentalData
study pool,Reference pool obtained from study samples.,,,,,controlType,,Sage Bionetworks,,string,experimentalData
water plus Baker ISTD,"Water combined with Avanti Splash Mix mass spectrometry standards, plus additional standards developed internally at the Baker Institute Metabolomics Lab.",,,,,controlType,,https://baker.edu.au/research/laboratories/metabolomics,,string,experimentalData
Mild,Mild,,,,,CVD_ART,,ADSP,,string,clinical
missing or unknown,CVD_ART is missing or unknown,,,,,CVD_ART,,DiverseCohorts,,string,clinical
Moderate,Moderate,,,,,CVD_ART,,ADSP,,string,clinical
No CVD_ART,No CVD_ART,,,,,CVD_ART,,ADSP,,string,clinical
Severe,Severe,,,,,CVD_ART,,ADSP,,string,clinical
Mild or Moderate or Severe,Mild or Moderate or Severe grouped,,,,,CVD_ART_ANY,,ADSP,,string,clinical
missing or unknown,CVD_ART_ANY is missing or unknown,,,,,CVD_ART_ANY,,DiverseCohorts,,string,clinical
No CVD_ART_ANY,No CVD_ART_ANY,,,,,CVD_ART_ANY,,ADSP,,string,clinical
Mild,Mild,,,,,CVD_ATH,,ADSP,,string,clinical
missing or unknown,CVD_ATH is missing or unknown,,,,,CVD_ATH,,DiverseCohorts,,string,clinical
Moderate,Moderate,,,,,CVD_ATH,,ADSP,,string,clinical
No CVD_ATH,No CVD_ATH,,,,,CVD_ATH,,ADSP,,string,clinical
Severe,Severe,,,,,CVD_ATH,,ADSP,,string,clinical
Mild or Moderate or Severe,Mild or Moderate or Severe grouped,,,,,CVD_ATH_ANY,,ADSP,,string,clinical
missing or unknown,CVD_ATH_ANY is missing or unknown,,,,,CVD_ATH_ANY,,DiverseCohorts,,string,clinical
No CVD_ATH_ANY,No CVD_ATH_ANY,,,,,CVD_ATH_ANY,,ADSP,,string,clinical
Mild,Mild,,,,,CVD_CAA,,ADSP,,string,clinical
missing or unknown,CVD_CAA is missing or unknown,,,,,CVD_CAA,,DiverseCohorts,,string,clinical
Moderate,Moderate,,,,,CVD_CAA,,ADSP,,string,clinical
No CVD_CAA,No CVD_CAA,,,,,CVD_CAA,,ADSP,,string,clinical
Severe,Severe,,,,,CVD_CAA,,ADSP,,string,clinical
Mild or Moderate or Severe,Mild or Moderate or Severe grouped,,,,,CVD_CAA_ANY,,ADSP,,string,clinical
missing or unknown,CVD_CAA_ANY is missing or unknown,,,,,CVD_CAA_ANY,,DiverseCohorts,,string,clinical
No CVD_CAA_ANY,No CVD_CAA_ANY,,,,,CVD_CAA_ANY,,ADSP,,string,clinical
missing or unknown,CVD_S is missing or unknown,,,,,CVD_S,,ADSP,,string,clinical
No CVD_S,No CVD_S,,,,,CVD_S,,ADSP,,string,clinical
Presence,Presence,,,,,CVD_S,,ADSP,,string,clinical
dataMatrix,A file of data containing multiple values for multiple samples.,,,,,dataSubtype,,,,string,experimentalData
metadata,"A file of clinical, technical, or other parameters that describe a dataset.",,,,,dataSubtype,,,,string,experimentalData
normalized,A data set that is produced as the output of a normalization data transformation.,,,,,dataSubtype,,http://purl.obolibrary.org/obo/OBI_0000451,,string,experimentalData
processed,A file of data generated from running one or more bioinformatics methods on a raw file.,,,,,dataSubtype,,,,string,experimentalData
raw,"A data file produced by an instrument, or one with very little subsequent processing.",,,,,dataSubtype,,,,string,experimentalData
residualized,A data file which is the output of an error estimate or model fitting process and which is an observable estimate of the unobservable error.,,,,,dataSubtype,,http://purl.obolibrary.org/obo/STATO_0000234,,string,experimentalData
behavior process,"The action, reaction, or performance of an organism in response to external or internal stimuli.",,,,,dataType,,http://purl.obolibrary.org/obo/NBO_0000313,,string,experimentalData
cellularPhysiology,,,,,,dataType,,,,string,experimentalData
chromatinActivity,Chromatin activity that allow access of condensed genomic DNA and potentially control gene expression.,,,,,dataType,,https://en.wikipedia.org/wiki/Chromatin_remodeling,,string,experimentalData
clinical,Data obtained through patient examination or treatment.,,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C15783,,string,experimentalData
drugCombinationScreen,Information on drug sensitivity of more than one compound,,,,,dataType,,https://www.ncbi.nlm.nih.gov/pubmed/29344898,,string,experimentalData
drugScreen,Information on drug sensitivity and molecular markers of drug response,,,,,dataType,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3531057/,,string,experimentalData
electrophysiology,Data generated from an electrophysiology assay.,,,,,dataType,,http://purl.obolibrary.org/obo/ERO_0000564,,string,experimentalData
epigenetics,"Topic concerning the study of heritable changes, for example in gene expression or phenotype, caused by mechanisms other than changes in the DNA sequence. This includes sub-topics such as histone modification and DNA methylation.",,,,,dataType,,http://bioportal.bioontology.org/ontologies/EDAM?p=classes&conceptid=topic_3295,,string,experimentalData
geneExpression,The analysis of levels and patterns of synthesis of gene products (proteins and functional RNA) including interpretation in functional terms of gene expression data.,,,,,dataType,,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0203,,string,experimentalData
genomicVariants,"Genomic alterations, including single nucleotide polymorphisms, short indels and structural variants, in a genome sequence.",,,,,dataType,,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Foperation_3227,,string,experimentalData
image,Biological or biomedical data that has been rendered into an image.,,,,,dataType,,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Fdata_2968,,string,experimentalData
immunoassay,Laboratory test involving interaction of antigens with specific antibodies.,,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C16723,,string,experimentalData
isoformExpression,Expression of protien isoforms formed from alternative splicings or other post-translational modifications of a single gene through RNA splicing mechanisms.,,,,,dataType,,https://en.wikipedia.org/wiki/Protein_isoform,,string,experimentalData
kinomics,Kinomics is the study of protein kinases and protein kinase signaling.,,,,,dataType,,http://www.kinomecore.com/what-is-kinomics/,,string,experimentalData
metabolomics,"The systematic study of metabolites, the chemical processes they are involved, and the chemical fingerprints of specific cellular processes in a whole cell, tissue, organ or organism.",,,,,dataType,,http://edamontology.org/topic_3172,,string,experimentalData
metagenomics,A molecular assay that is used to analyze metagenomic data; genetic material recovered directly from environmental samples for genomic research.,,,,,dataType,,http://www.ontobee.org/ontology/ERO?iri=http://purl.obolibrary.org/obo/ERO_0000657,,string,experimentalData
network,An interconnected system of things or people.,,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C61377,,string,experimentalData
Pharmacokinetic Study,"A study of the process by which a drug is absorbed, distributed, metabolized, and eliminated by the body.",,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C49663,,string,experimentalData
pharmacology," The study of pharmacologic agents. This includes the preparation, compounding, and dispensing of drugs, as well as the characteristics and properties of drugs, their effects on the body, and how they are metabolized and eliminated from the body.",,,,,dataType,,http://www.ontobee.org/ontology/NCIT?iri=http://purl.obolibrary.org/obo/NCIT_C16974,,string,experimentalData
proteomics,"Protein and peptide identification, especially in the study of whole proteomes of organisms.",,,,,dataType,,https://www.ebi.ac.uk/ols/ontologies/edam/terms?iri=http%3A%2F%2Fedamontology.org%2Ftopic_0121,,string,experimentalData
surveyData,A data set that contains the outcome of a survey.,,,,,dataType,,http://purl.obolibrary.org/obo/OMIABIS_0000060,,string,experimentalData
Volume,The amount of three dimensional space occupied by an object or the capacity of a space or container.,,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C25335,,string,experimentalData
Weight,The vertical force exerted by a mass as a result of gravity.,,,,,dataType,,http://purl.obolibrary.org/obo/NCIT_C25208,,string,experimentalData
AD-DS,Alzheimer's disease in Down Syndrome,,,,,diagnosis,,https://alz-journals.onlinelibrary.wiley.com/doi/full/10.1002/dad2.12044,,string,clinical
Affective Disorder,Change in mood is the main underlying feature of these disorders.,,,,,diagnosis,,Sage Bionetworks,,string,clinical
Alzheimer Disease,"(AD) - Alzheimer disease is a neurodegenerative disorder characterized by progressive dementia, loss of cognitive abilities, and deposition of fibrillar amyloid proteins as intraneuronal neurofibrillary tangles, extracellular amyloid plaques and vascular amyloid deposits.",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F104300,,string,clinical
Alzheimer disease with psychosis,An Alzheimer's disease phenotype that includes the presence of persistent hallucinations or delusions throughout the course of dementia.,,,,,diagnosis,,https://doi.org/10.1038%2Fs41380-021-01152-8,,string,clinical
amyotrophic lateral sclerosis,"Amyotrophic lateral sclerosis (ALS) is a neurodegenerative disease characterized by progressive muscular paralysis reflecting degeneration of motor neurons in the primary motor cortex, corticospinal tracts, brainstem and spinal cord.",,,,,diagnosis,,http://purl.obolibrary.org/obo/MONDO_0004976,,string,clinical
anxiety,Anxiety is a neurological and physiological symptom characterized by a painful or apprehensive uneasiness of mind usually over an impending or anticipated ill.,,,,,diagnosis,,http://purl.obolibrary.org/obo/SYMP_0000412,,string,clinical
Autism Spectrum Disorder,"Wide continuum of associated cognitive and neurobehavioral disorders, including, but not limited to, three core-defining features: impairments in socialization, impairments in verbal and nonverbal communication, and restricted and repetitive patterns of behaviors.",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003756,,string,clinical
Bipolar Disorder,"A mood disorder formerly characterised by alternating periods of mania and depression (and in some cases rapid cycling, mixed states, and psychotic symptoms).",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/nbo/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FNBO_0000258,,string,clinical
Bladder Cancer,A malignancy originating in tissues of the urinary bladder.,,,,,diagnosis,,http://identifiers.org/omim/109800,,string,clinical
Brain Cancer,A central nervous system cancer that is characterized by the growth of abnormal cells in the tissues of the brain.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1319,,string,clinical
Breast Cancer,(BC) - A common malignancy originating from breast epithelial tissue.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F114480,,string,clinical
Cardiovascular Disease,,,,,,diagnosis,,,,string,clinical
Cervical Cancer," A malignant neoplasm of the cervix, typically originating from a dysplastic or premalignant lesion previously present at the active squamocolumnar junction. The transformation from mild dysplastic to invasive carcinoma generally occurs slowly within several years, although the rate of this process varies widely.",,,,,diagnosis,,http://identifiers.org/omim/603956,,string,clinical
Colon Cancer,A colorectal cancer that is located_in the colon.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_219,,string,clinical
control,An individual used as a standard of comparison.,,,,,diagnosis,,Sage Bionetworks,,string,clinical
corticobasal degeneration disorder,A progressive neurodegenerative condition affecting the cerebral cortex and basal ganglia. The disorder is characterized by varying degrees of cognitive and motor impairment.,,,,,diagnosis,,http://purl.obolibrary.org/obo/MONDO_0022308,,string,clinical
CS-DS,Cognitively stable in Down Syndrome,,,,,diagnosis,,https://alz-journals.onlinelibrary.wiley.com/doi/full/10.1002/dad2.12044,,string,clinical
dementia,"An acquired organic mental disorder with loss of intellectual abilities of sufficient severity to interfere with social or occupational functioning. The dysfunction is multifaceted and involves memory, behavior, personality, judgment, attention, spatial relations, language, abstract thought, and other executive functions. The intellectual decline is usually progressive, and initially spares the level of consciousness.",,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_1307,,string,clinical
Dyslipidemia,,,,,,diagnosis,,,,string,clinical
dystonia,A movement disease that is characterized by involuntary muscle contractions causing repetitive or twisting movements.,,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_543,,string,clinical
essential tremor,"A movement disorder characterized by a fairly specific pattern of tremors which are most prominent in the upper extremities and neck, inducing titubations of the head. The tremor is usually mild, but when severe may be disabling.",,,,,diagnosis,,http://www.ebi.ac.uk/efo/EFO_0003108,,string,clinical
Fibrocystic Breast Disease,breast fibrocystic disease is a benign mammary displasia characterised by breast discomfort and 'lumpiness'.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0003014,,string,clinical
frontotemporal dementia,"Frontotemporal dementia (FTD) comprises a group of neurodegenerative disorders, characterized by progressive changes in behavior, executive dysfunction and language impairment, as a result of degeneration of the medial prefrontal and frontoinsular cortices. Four clinical subtypes have been identified: semantic dementia, progressive non-fluent aphasia, behavioral variant FTD and right temporal lobar atrophy.",,,,,diagnosis,,http://purl.obolibrary.org/obo/MONDO_0017276,,string,clinical
gliosis,"The production of a dense fibrous network of neuroglia; includes astrocytosis, which is a proliferation of astrocytes in the area of a degenerative lesion.",,,,,diagnosis,,https://hpo.jax.org/app/browse/term/HP:0002171,,string,clinical
Hypertension,,,,,,diagnosis,,,,string,clinical
hypoxia,"A decrease in the amount of oxygen in the body. Symptoms range from mild (impaired judgment, memory loss, impaired motor coordination) to severe (seizures and coma).",,,,,diagnosis,,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C3890,,string,clinical
Juvenile Myelomonocytic Leukemia,"A myelodysplastic/myeloproliferative neoplasm of childhood that is characterized by proliferation principally of the granulocytic and monocytic lineages. Myelomonocytic proliferation is seen in the bone marrow and the blood. The leukemic cells may infiltrate any tissue, however liver, spleen, lymph nodes, skin, and respiratory tract are the most common sites of involvement.",,,,,diagnosis,,http://purl.obolibrary.org/obo/NCIT_C9233,,string,clinical
Leukemia,"A malignant (clonal) hematologic disorder, involving hematopoietic stem cells and characterized by the presence of primitive or atypical myeloid or lymphoid cells in the bone marrow and the blood. Leukemias are classified as acute or chronic based on the degree of cellular differentiation and the predominant cell type present. Leukemia is usually associated with anemia, fever, hemorrhagic episodes, and splenomegaly.",,,,,diagnosis,,http://purl.obolibrary.org/obo/NCIT_C3161,,string,clinical
Lewy body disease,"A dementia that is characterized by the development of abnormal proteinaceous (alpha-synuclein) cytoplasmic inclusions, called Lewy bodies, throughout the brain that results in progressive decline in mental abilities.",,,,,diagnosis,,http://www.ontobee.org/ontology/DOID?iri=http://purl.obolibrary.org/obo/DOID_12217,,string,clinical
Lung Cancer,A respiratory system cancer that is located_in the lung.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1324,,string,clinical
Major Depressive Disorder,"An endogenous depression that is characterized by an all-encompassing low mood accompanied by low self-esteem, and by loss of interest or pleasure in normally enjoyable activies.",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1470,,string,clinical
MCI-DS,Mild cognitive impairment in Down Syndrome,,,,,diagnosis,,https://alz-journals.onlinelibrary.wiley.com/doi/full/10.1002/dad2.12044,,string,clinical
Metabolic Syndrome,,,,,,diagnosis,,,,string,clinical
mild cognitive impairment,Diminished or impaired mental and/or intellectual function.,,,,,diagnosis,,http://purl.obolibrary.org/obo/OMIT_0027843,,string,clinical
multiple system atrophy,"Multiple system atrophy (MSA) is a neurodegenerative disorder characterized by autonomic failure (cardiovascular and/or urinary), parkinsonism, cerebellar impairment and corticospinal signs with a median survival of 6-9 years.",,,,,diagnosis,,http://purl.obolibrary.org/obo/MONDO_0007803,,string,clinical
Neurofibromatosis 1,"(NF1) - A disease characterized by patches of skin pigmentation (cafe-au-lait spots), Lisch nodules of the iris, tumors in the peripheral nervous system and fibromatous skin tumors. Individuals with the disorder have increased susceptibility to the development of benign and malignant tumors.",,,,,diagnosis,,,,string,clinical
Neurofibromatosis 2,"(NF2) - Genetic disorder characterized by bilateral vestibular schwannomas (formerly called acoustic neuromas), schwannomas of other cranial and peripheral nerves, meningiomas, and ependymomas. It is inherited in an autosomal dominant fashion with full penetrance.",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/cco/terms?iri=http%3A%2F%2Fidentifiers.org%2Fomim%2F101000,,string,clinical
no cognitive impairment,No known mental and/or intellectual dysfunction.,,,,,diagnosis,,Sage Bionetworks,,string,clinical
Not Applicable,,,,,,diagnosis,,,,string,clinical
obesity,"An overnutrition that is characterized by excess body fat, traditionally defined as an elevated ratio of weight to height (specifically 30 kilograms per meter squared), has material basis in a multifactorial etiology related to excess nutrition intake, decreased caloric utilization, and genetic susceptibility, and possibly medications and certain disorders of metabolism, endocrine function, and mental illness.",,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_9970,,string,clinical
obsessive compulsive disorder,"A disorder characterized by the presence of persistent and recurrent irrational thoughts (obsessions), resulting in marked anxiety and repetitive excessive behaviors (compulsions) as a way to try to decrease that anxiety. Abbreviation OCD.",,,,,diagnosis,,http://purl.obolibrary.org/obo/NCIT_C88411,,string,clinical
Other,,,,,,diagnosis,,,,string,clinical
Ovary Cancer,An ovarian cancer that is derives_from ovarian surface epithelium.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_2152,,string,clinical
Pancreatic Cancer,An endocrine gland cancer located_in the pancreas.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_1793,,string,clinical
Parkinson's disease,"A synucleinopathy that has material basis in degeneration of the central nervous system that often impairs motor skills, speech, and other functions.",,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_14330,,string,clinical
pathological aging,"A form of cerebral amyloidosis in older people, with widespread extracellular amyloid-beta senile plaque deposits in the setting of limited neurofibrillary tau pathology.",,,,,diagnosis,,https://doi.org/10.1186/alzrt254,,string,clinical
Posterior Cortical Atrophy,,,,,,diagnosis,,,,string,clinical
progressive supranuclear palsy,"A movement disease that is characterized by serious and progressive problems with control of gait and balance, along with complex eye movement and thinking problems. It involves gradual deterioration and death of specific volumes of the brain.",,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_678,,string,clinical
Prostate Cancer,A male reproductive organ cancer that is located_in the prostate.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_10283,,string,clinical
Schizophrenia,"A severe emotional disorder of psychotic depth characteristically marked by a retreat from reality with delusion formation, HALLUCINATIONS, emotional disharmony, and regressive behavior.",,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/efo/terms?iri=http%3A%2F%2Fwww.ebi.ac.uk%2Fefo%2FEFO_0000692,,string,clinical
Skin Cancer,An integumentary system cancer located_in the skin that is the uncontrolled growth of abnormal skin cells.,,,,,diagnosis,,https://www.ebi.ac.uk/ols/ontologies/doid/terms?iri=http%3A%2F%2Fpurl.obolibrary.org%2Fobo%2FDOID_4159,,string,clinical
Subjective Memory Concern,,,,,,diagnosis,,,,string,clinical
Substance Related Disorder,"A category of psychiatric disorders which include disorders related to the taking of a drug of abuse (including alcohol, prescribed medications and recreational drugs).",,,,,diagnosis,,http://purl.obolibrary.org/obo/NCIT_C92203,,string,clinical
Tourette Syndrome,Neurologic disorder manifested particularly by motor and vocal tics and associated with behavioral abnormalities. ,,,,,diagnosis,,http://identifiers.org/omim/137580,,string,clinical
traumatic brain injury,A form of acquired brain injury which occurs when a sudden trauma causes damage to the brain.,,,,,diagnosis,,http://purl.obolibrary.org/obo/OAE_0002392,,string,clinical
type 2 diabetes mellitus,A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.,,,,,diagnosis,,http://purl.obolibrary.org/obo/MONDO_0005148,,string,clinical
Unknown,,,,,,diagnosis,,,,string,clinical
vascular dementia,A dementia that involves impairments in cognitive function caused by problems in blood vessels that feed the brain.,,,,,diagnosis,,http://purl.obolibrary.org/obo/DOID_8725,,string,clinical
Williams Syndrome,"A genetic syndrome caused by mulitple gene deletions from a region of chromosome 7, and characterized by distinctive facial appearance, mild-to-moderate developmental delay, cheerfulness, cardiovascular abnormalities, and infantile hypercalcemia",,,,,diagnosis,,https://ncim.nci.nih.gov/ncimbrowser/ConceptReport.jsp?dictionary=NCI%20Metathesaurus&code=C0175702,,string,clinical
