Attribute,Description,Valid Values,DependsOn,Properties,Required,Parent,DependsOn Component,Source,Validation Rules,columnType,module
platform,"The specific version (manufacturer, model, etc.) of a technology that is used to carry out a laboratory or computational experiment.","Affy5.0, Affy6.0, Affymetrix Human Gene 1.0 ST Array, AffymetrixU133AB, AffymetrixU133Plus2, Agilent44Karray, BGISEQ-500, Biocrates p180, Biograph mCT, Bionano Irys, Bruker Avance III, confocalImaging, ddSEQ Single-Cell Isolator, DNBSEQ, GAIIx, HiSeq1000, HiSeq2000, HiSeq2500, HiSeq3000, HiSeq4000, HiSeqX, Illumina_1M, Illumina_h650, Illumina_HumanOmni1-Quadv1.0, llumina Infinium General Screening Array 24-Kit v3.0, Illumina MouseWG-6 v2.0 expression beadchip, Illumina_Omni2.5-8, Illumina_Omni2.5-8_v1.1, Illumina_Omni2.5-8_v1.3, Illumina_Omni2pt5M, Illumina_Omni5M, Illumina_Omni5-Quad, IlluminaHumanHap300, IlluminaHumanHap650Yv3_A, IlluminaHumanHT-12_V3_0_R1, IlluminaHumanMethylation450, IlluminaMethylationEPIC, IlluminaInfiniumGSAMD-24v2-0, Illumina_Infinium-HumanMethylation450-BeadChip, IlluminaMiSeq, Illumina NovaSeq 6000, IlluminaNovaseq6000, IlluminaWholeGenomeDASL, Infinium Global Diversity Array-8, Infinium HumanOmniExpressExome, Infinium Omni2.5Exome-8 v1.1, Infinium Omni2.5Exome-8 v1.3, Infinium Omni2.5Exome-8 v1.4, Infinium Omni2.5Exome-8 v1.5, InfiniumPsychArrayBeadChip, Leco Pegasus IV, LTQOrbitrapXL, MiSeq, NanostringnCounter, NanostringnCounter_MouseADPanel, NextSeq500, NextSeq2000, Olink Target 96, orbitrap, OrbiTrap Fusion, Orbitrap Fusion Lumos, PacBioRSII, PacBio Sequel II, PacBio Sequel IIe, Perlegen300Karray, PsychChip, Q Exactive, Q Exactive HF, Q Exactive HF-X, Q Exactive Plus, quadrupole time-of-flight, Roche Cobas, SequenomMultiplex, Signa Premier AIR 3T, Simoa HD-1 Analyzer, time-of-flight, triple quadrupole, Xevo G2 QTOF, Xevo TQ-S",,,True,DataProperty,,sage.annotations-experimentalData.platform-0.0.26,,string,experimentalData
platformLocation,Laboratory where data generation platform was located,,,,False,DataProperty,,sage.annotations-experimentalData.platformLocation-0.0.2,,string,experimentalData
reprogrammingMethod,The method by which source cells were reprogrammed into pluripotent stem cells.,"CytoTune iPS 2.0 Sendai Reprogramming Kit, episomal vectors, Sendai virus",,,False,DataProperty,,sage.annotations-experimentalData.reprogrammingMethod-0.0.2,,string,experimentalData
resolution,Minimum nominal mass-over-charge (m/z) difference detectable,,,,False,DataProperty,,sage.annotations-experimentalData.resolution-0.0.2,,number,experimentalData
sampleStatus,Conditions under which sample is kept,"formalin-fixed, fresh, frozen, paxgene",,,False,DataProperty,,sage.annotations-experimentalData.sampleStatus-0.0.2,,string,experimentalData
samplingAge,Age of the individual when the sample was taken,,,,False,DataProperty,,sage.annotations-experimentalData.samplingAge-0.0.2,,number,experimentalData
samplingAgeUnits,Age at sampling units.,"days, gestational weeks, months, PCW, weeks, years",,,False,DataProperty,,sage.annotations-experimentalData.samplingAgeUnits-0.0.2,,string,experimentalData
scanID,"The ID of a sample, specimen, or individual in a scan or imaging file.",,,,False,DataProperty,,sage.annotations-experimentalData.scanID-0.0.2,,string,experimentalData
SentrixID,BeadChip ID in Illumina array-based assay,,,,False,DataProperty,,sage.annotations-experimentalData.SentrixID-0.0.2,,string,experimentalData
SentrixRowColumn,Position of sample on BeadChip in Illumina array-based assay,,,,False,DataProperty,,sage.annotations-experimentalData.SentrixRowColumn-0.0.2,,string,experimentalData
sex,"Sex assigned at birth, or by sequencing","male, female",,,True,DataProperty,,sage.annotations-experimentalData.sex-0.0.2,,string,experimentalData
sourceCell,"Initial cell type the target cell was derived from, before reprogramming or differentiation.","astrocytes, B-lymphocytes, cord blood stem cells, embryonic stem cells, fibroblast, iPSC, lymphoblast, peripheral blood mononuclear cell",,,False,DataProperty,,sage.annotations-experimentalData.sourceCell-0.0.3,,string,experimentalData
species,The name of a species (typically a taxonomic group) of organism.,"Human, Mouse, Rat, Drosophila melanogaster, Rhesus macaque, Pan troglodytes, Gallus gallus, Sus scrofa",,,True,DataProperty,,sage.annotations-experimentalData.species-0.0.2,,string,experimentalData
specimenID,Identifying string linked to a particular sample or specimen,,,,True,DataProperty,,sage.annotations-experimentalData.specimenID-0.0.2,,string,experimentalData
specimenIdSource,"The repository or database to which a specimenID maps; or, the group or lab that generated the specimen. For cell culture studies, the commercial source or lab that generated the cells.",,,,False,DataProperty,,sage.annotations-experimentalData.specimenIdSource-0.0.3,,string,experimentalData
spectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz).,,,,False,DataProperty,,sage.annotations-experimentalData.spectrometerFrequency-0.0.2,,number,experimentalData
temperature,Temperature in Celsius (C) relevant to specimen or experimental condition,,,,False,DataProperty,,sage.annotations-experimentalData.temperature-0.0.2,,number,experimentalData
terminalDifferentiationPoint,The terminal differentiation point (TD) of a cell in days.,,,,False,DataProperty,,sage.annotations-experimentalData.terminalDifferentiationPoint-0.0.2,,string,experimentalData
tissue,A tissue is a mereologically maximal collection of cells that together perform physiological function.,"amygdala, amygdaloid complex, anterior cingulate cortex, angular gyrus, blood, bone marrow, Buccal Mucosa, Buffy Coat, caudate nucleus, cecum derived fecal material, cerebellar cortex, cerebellum, cerebral cortex, cortical plate, dorsal anterior cingulate cortex, dorsal pallium, Dorsal Root Ganglion, dorsolateral prefrontal cortex, dorsomedial prefrontal cortex, embryonic tissue, entorhinal cortex, fecal material, forebrain, frontal cortex, frontal lobe, frontal pole, fusiform gyrus, hippocampus, head of caudate nucleus, inferior frontal gyrus, inferior temporal cortex, inferior temporal gyrus, inferolateral temporal cortex, insula, insular cortex, left cerebral hemisphere, liver, mammillary body, medial dorsal nucleus of thalamus, medial frontal cortex, medial ganglionic eminence, medial orbital frontal cortex, medial prefrontal cortex, meninges, midbrain, middle frontal gyrus, middle temporal gyrus, nerve tissue, Not Applicable, nucleus accumbens, occipital lobe, occipital visual cortex, olfactory neuroepithelium, orbitofrontal cortex, parahippocampal gyrus, parietal cortex, parietal lobe, plasma, posterior cingulate cortex, posteroinferior parietal cortex, posterior inferior parietal cortex, posterior superior temporal cortex, precentral gyrus, prefrontal cortex, primary auditory cortex, primary motor cortex, primary somatosensory cortex, primary tumor, primary visual cortex, putamen, right cerebral hemisphere, serum, splenocyte, striatum, subgenual anterior cingulate cortex, subgenual cingulate cortex, superior parietal lobe, superior temporal gyrus, temporal cortex, temporal lobe, temporal pole, thalamus, unspecified, ventricular zone, ventrolateral prefrontal cortex, VZ/SVZ, whole brain",,,True,DataProperty,,sage.annotations-experimentalData.tissue-0.0.11,,string,experimentalData
tissueWeight,Mass of tissue specimen in mg,,,,False,DataProperty,,sage.annotations-experimentalData.tissueWeight-0.0.2,,number,experimentalData
TMTType,Specifies how TMT reporter ions are quantified,,,,False,DataProperty,,sage.annotations-experimentalData.TMTType-0.0.2,,string,experimentalData
totalReads,Total number of sequencing reads from a library,,,,False,DataProperty,,sage.annotations-experimentalData.totalReads-0.0.2,,number,experimentalData
visitNumber,"For clinical trials or longitudinal studies, the visit number when the sample was collected",,,,False,DataProperty,,sage.annotations-experimentalData.visitNumber-0.0.2,,number,experimentalData
antibody,An immunoglobulin complex that is secreted into extracellular space and found in mucosal areas or other tissues or circulating in the blood or lymph,,,,False,DataProperty,,sage.annotations-immunoAssays.antibody-0.0.2,,string,immunoAssays
antibodyAmount,Amount of antibody used for an assay,,,,False,DataProperty,,sage.annotations-immunoAssays.antibodyAmount-0.0.2,,number,immunoAssays
antibodyAmountUnits,Units of measure for the amount of antibody used for an assay,,,,False,DataProperty,,sage.annotations-immunoAssays.antibodyAmountUnits-0.0.2,,string,immunoAssays
catalogNumber,"The identifier assigned to a product, usually in the list of products published by a reseller or manufacturer",,,,False,DataProperty,,sage.annotations-immunoAssays.catalogNumber-0.0.2,,string,immunoAssays
chromatinAmount,Amount in ug of chromatin used for an assay,,,,False,DataProperty,,sage.annotations-immunoAssays.chromatinAmount-0.0.2,,number,immunoAssays
chromatinAmountUnits,Units of measure for the amount of chromatin used for an assay,,,,False,DataProperty,,sage.annotations-immunoAssays.chromatinAmountUnits-0.0.2,,string,immunoAssays
lotNumber,A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product within a batch,,,,False,DataProperty,,sage.annotations-immunoAssays.lotNumber-0.0.2,,string,immunoAssays
vendor,Commercial or institutional source of a component used in an assay,,,,False,DataProperty,,sage.annotations-immunoAssays.vendor-0.0.2,,string,immunoAssays
bedding,Rodent bedding material,"Alpha-dri, aspen, aspen sanichip, corn cob, pine, sanichip",,,False,DataProperty,,sage.annotations-neuro.bedding-0.0.3,,string,neuro
birthID,Identifying string linked to a particular animal,,,,False,DataProperty,,sage.annotations-neuro.birthID-0.0.1,,string,neuro
BrodmannArea,A segmentation of the cerebral cortex on the basis of cytoarchitecture,,,,False,DataProperty,,sage.annotations-neuro.BrodmannArea-0.0.2,,string,neuro
climbID,Identifying string linked to an animal in Climb database,,,,False,DataProperty,,sage.annotations-neuro.climbID-0.0.1,,string,neuro
generation,Rodent generation,,,,False,DataProperty,,sage.annotations-neuro.generation-0.0.1,,string,neuro
grant,"Grant number including activity code, institute code, and serial number (e.g. U01MH103392)",,,,False,DataProperty,,sage.annotations-neuro.grant-0.0.2,,string,neuro
individualCommonGenotype,"Genotype of animal that includes LOAD1 or LOAD2 terminology LOAD1 = APOE4_HOMOZYGOUS; TREM2R47H_HOMOZYGOUS and LOAD2 = APOE4_HOMOZYGOUS; TREM2R47H_HOMOZYGOUS; ABETA_HOMOZYGOUS. LOAD1 is a mouse strain that has two copies of the APOE4 gene and two copies of the Trem2R47H gene. The APOE4 gene is a risk factor for Alzheimer's disease, and the Trem2R47H gene is a modifier of the risk of Alzheimer's disease. LOAD2 is a mouse strain that has two copies of the APOE4 and Trem2R47H genes, as well as two copies of the Abeta gene. The Abeta gene is a protein that is thought to play a role in the development of Alzheimer's disease. Both LOAD1 and LOAD2 mice are more likely develop Alzheimer's disease at a younger age than mice with other genotypes. This makes the LOAD1 and LOAD2 genotypes valuable tools for studying the development and progression of Alzheimer's disease.","LOAD1, LOAD2, LOAD1.ABCA7A1527G, LOAD1.CEACAM1KO, LOAD1.Clasp2L163P, LOAD1.CR1long, LOAD1.Il1rapExon2KO, LOAD1.MthfrC677T, LOAD1.Plcg2M28L, LOAD1.Snx1D465N, 5XFAD, APOE4, Trem247H, Trem2KO, C57BL6J, Trem2R47H_NSS, 5XFADTrem2R47H_NSS, AppAbeta_LoxP, PicalmH458R, Bin1K358R, Abca7V1599M, Spi1rs1377416",,,False,DataProperty,,sage.annotations-neuro.individualCommonGenotype-0.0.5,,string,neuro
isModelSystem,,"TRUE, FALSE",,,False,DataProperty,,sage.annotations-neuro.isModelSystem-0.0.2,,boolean,neuro
materialOrigin,Facility where sample was collected,"IU, JAX, Pitt, UCI_TMF",,,False,DataProperty,,sage.annotations-neuro.materialOrigin-0.0.1,,string,neuro
microchipID,Identifying string of p-chip implanted in the animal being studied,,,,False,DataProperty,,sage.annotations-neuro.microchipID-0.0.1,,string,neuro
modelSystemName,,"3xTg-AD, 5XFAD, AB42, Abca7A1527GAPOE4Trem2R47H, Abca7KO, Abca7V1599M_rs117187003, Abi3S209F_Aduci, APOE2KI, APOE3KI, APOE4KI, APOE4Trem2R47H, ApoEKO, APPE693Q, AppKOAPOE4Trem2R47H, APPKM650, APPKM670, APPKM670-671NL-PSEN1deltaexon9, APPPS1, APPS1_Plexin-B1-KO, B6.Clu, B6.Gfap-APOE4, Bin1.B6, Bin1K358R_Aduci, BRI2-AB42, Cd2ap.B6, Ceacam1KO, Clasp2L163PSNP, CRND8, C57BL6J, hAbetaKI, hAPPAPOE4Trem2R47H, hCR1KIAPOE4Trem2, hTau, hTauTrem2, Il1rapKO, Kif21bT82TSNP, MAPT-P301K, Meox2KOHET, MthfrC677TSNP, Mtmr4V297GSNP, PicalmH458R, Plcg2KO, Plcg2M28LSNP, Plexin-B1-KO, rTg4510, Snx1D465NSNP, Sorl1A528TSNP, Spi1rs1377416, TAUPS19, TAUPS19_Plexin-B1-KO, TREM2, Trem2flox, Trem2KO, Trem2R47H, Trem2R47H_NSS, Trem2Y38C, TYROBP, TYROBP_KO.KO, TYROBP_WT, TYROBP_WT.KO",,,False,DataProperty,,sage.annotations-neuro.modelSystemName-0.0.8,,string,neuro
officialName,Official JAX Mouse strain nomenclature,,,,False,DataProperty,,sage.annotations-neuro.officialName-0.0.1,,string,neuro
pH,A scale used to specify the acidity or basicity of an aqueous or other liquid solution,,,,False,DataProperty,,sage.annotations-neuro.pH-0.0.3,,string,neuro
PMI,Post-mortem interval,,,,False,DataProperty,,sage.annotations-neuro.PMI-0.0.3,,string,neuro
rodentDiet,Laboratory rodent diet,"4% standard, 6% standard, 7% standard, 45% high-fat diet, 5W80 western diet",,,False,DataProperty,,sage.annotations-neuro.rodentDiet-0.0.1,,string,neuro
rodentWeight,Weight of animal in grams.,,,,False,DataProperty,,sage.annotations-neuro.rodentWeight-0.0.2,,number,neuro
stockNumber,Official JAX Mouse stock number,,,,False,DataProperty,,sage.annotations-neuro.stockNumber-0.0.1,,string,neuro
study,Study,"3Dchromatin, ABC-DS, Abeta_microglia, ACOM, ACT, ADAMTS7, ADAtlas_Archive, AD-BXD, AD_ADRD_Exposome, ADMC_ADNI1, ADMC_ADNI2-GO, ADMC_ADNI_BakerLipidomics, ADMC_ADNI_NightingaleNMR, ADMC_ADNI_UHawaiiGutMetabolites, ADMC_UPenn, Aging-PheWAS, APOE4_Myelination, APOEPSC, APOE-TR, Banner, BCM-DMAS, BipSeq, BLSA, BPSD_AD_AnimalStudy_NU, BrainGVEX, BroadAstrom109, BroadiPSC, BroadMDMi, CHDWB, CMC, CMC_HBCC, CMC-PEC, CNON, DiCAD, diseasePseudotime, DukeAD_PTSD, ELPSCRNA, Emory_ADRC, EmoryDrosophilaTau, EpiGABA, EpiMap, eQTLmetaAnalysis, FreshMicro, HBI_scRNAseq, HBTRC, HDAC1-cKOBrain, HumanFC, IL10_APPmouse, IntegrativePathwayAnalysis, iPSC, iPSCAstrocytes, iPSC-HiC, iPSCMicroglia, Jax.IU.Pitt_APP.PS1, Jax.IU.Pitt_Levetiracetam-5XFAD, Jax.IU.Pitt_MicrobiomePilot, Jax.IU.Pitt_PrimaryScreen, Jax.IU.Pitt.Proteomics_Metabolomics_Pilot, Jax.IU.Pitt_StrainValidation, Jax.IU.Pitt_APOE4.Trem2.R47H, Jax.IU.Pitt_Verubecestat_5XFAD, LBP, LillyMicroglia, LLFS, lncRNA Pilot, MayoeGWAS, MayoHippocampus, MayoLOADGWAS, MayoPilotRNAseq, MayoRNAseq, MC-BrAD, MC-CAA, MC_snRNA, MCMPS, MEF2_Resilience, MindPhenomeKB, miR155, MIT_ROSMAP_Multiomics, MOA-PAD, MODEL-AD_5XFAD, MODEL-AD_APOE4_KI, MODEL-AD_Abca7_APOE4_Trem2, MODEL-AD_APOE4_Trem2, MODEL-AD_Ceacam_KO_APOE4_Trem2, MODEL-AD_hAbeta_KI, MODEL-AD_Harmonization, MODEL-AD_hCR1_KI_on_APOE4_Trem2, MODEL-AD_hTau_Trem2, MODEL-AD_Il1rapKO_APOE4_Trem2_exon2KO, MODEL-AD_Mthfr_APOE4_Trem2, MODEL-AD_Rat_F344, MODEL-AD_Trem2_R47H, MouseHAL, MRGWAS, MSBB, MSBB_ArrayTissuePanel, MSDM, MSMM, MSSMiPSC, mtDNA_AD, NAPS, NHP-Macaque, NHP-Chimpanzee, NPS-AD, OFMM, omicsADDS, Organoid_scRNAseq, Plxnb1_KO, RADEL, ROSMAP, ROSMAP_bsSeq, ROSMAP_CellTypeSpecificHA, ROSMAP_CognitiveResilience, ROSMAP-IN, ROSMAP_Lipidomics_Emory, ROSMAP_MammillaryBody, ROSMAP_nucleus_hashing, RNAseq_Harmonization, rnaSeqReprocessing, rnaSeqSampleSwap, ROSMAP-IA, RR_APOE4, scRNAseq_microglia_wild_ADmice, SEA-AD, SMIB-AD, snRNAseqAD_TREM2, StJude_BannerSun, SUNYStrokeModel, SuperAgerEpiMap, SV_xQTL, SWS, SY5Y_Emory, SY5Y_REST, TASTPM, TauD35, TAUAPPms, TS-RNAseq, TWAS, TyrobpKO, TyrobpKO_AppPs1, U1-70_PrimaryCellCulture, UAB_ADRC, UCI_3xTg-AD, UCI_BIN1, UCI_PrimaryScreen, UCI_Microbiome, UCI_Multiomics, UCI_StrainValidation, UCI_Trem2_Cuprizone, UCI_Trem2-R47H_NSS, UCLA-ASD, UCSF_MAC, UFLOR_ABI3_GNGT2, UPenn, VirusResilience_Banner, VirusResilience_iPSC, VirusResilience_LCL, VirusResilience_Mayo.MSBB.ROSMAP, VMC, WallOfTargets, WGS_Harmonization, WGBS Pilot, Yale-ASD",,,True,DataProperty,,sage.annotations-neuro.study-0.0.57,,string,neuro
treatmentDose,"Dose of treatment used, including units and timeframe",,,,False,DataProperty,,sage.annotations-neuro.treatmentDose-0.0.2,,string,neuro
treatmentType,,"haloperidol, levetiracetam, placebo, clozapine, control, cuprizone, Abeta42 oligomer, Abeta42 fibril, verubecestat",,,False,DataProperty,,sage.annotations-neuro.treatmentType-0.0.5,,string,neuro
waterpH,pH of water fed to the animal,,,,False,DataProperty,,sage.annotations-neuro.waterpH-0.0.2,,number,neuro
directionalBSseqLibrary,Indicates whether or not the bisulfiteSeq library is directional,"TRUE, FALSE",,,False,DataProperty,,sage.annotations-ngs.directionalBSseqLibrary-0.0.2,,boolean,ngs
dnaExtractionMethod,The general strategy by which the DNA was extracted,,,,False,DataProperty,,sage.annotations-ngs.dnaExtractionMethod-0.0.2,,string,ngs
isStranded,Whether or not the library is stranded.,"TRUE, FALSE",,,False,DataProperty,,sage.annotations-ngs.isStranded-0.0.2,,boolean,ngs
libraryID,Library ID as provided by the lab,,,,False,DataProperty,,sage.annotations-ngs.libraryID-0.0.2,,string,ngs
libraryPrep,The general strategy by which the library was prepared,"amplicon, cellHashing, Chromium Single Cell 3', DNALibraryConstruction, EndItDNAEndRepairKit, KapaHyperPrep, lncRNAenrichment, methylSeq, miRNAenrichment, multiome, MULTIseq, PCRfree, polyAselection, proximity ligation, rRNAdepletion, snIsoSeq, SPLITseq, STARRSeq, SureCell, totalRNA",,,True,DataProperty,,sage.annotations-ngs.libraryPrep-0.0.13,,string,ngs
libraryPreparationMethod,Method by which library was prepared,"10x, Accel-NGS 2S Plus, Accel-NGS Methyl-Seq, CEL-seq, Drop-Seq, NEBNext, NexteraXT, Omni-ATAC, sac-seq, Smart-seq1, Smart-seq2, Smart-seq4, SMRTbell, TruSeq, Ultralow Methyl-Seq",,,False,DataProperty,,sage.annotations-ngs.libraryPreparationMethod-0.0.10,,string,ngs
libraryType,"The type of library, in assays where samples are barcoded or hashed for multiplexing or each sample has multiple libraries amplified separately before pooled sequencing.","ADT, cDNA, CMO, HTO, LMO, plasmid DNA",,,False,DataProperty,,sage.annotations-ngs.libraryType-0.0.3,,string,ngs
libraryVersion,"Library Version: for example, rnaSeq 10x library version",,,,False,DataProperty,,sage.annotations-ngs.libraryVersion-0.0.2,,string,ngs
nucleicAcidSource,,"bulk cell, single cell, bulk nuclei, single nucleus, mitochondria, sorted cells, sorted nuclei, cfDNA",,,False,DataProperty,,sage.annotations-ngs.nucleicAcidSource-0.0.3,,string,ngs
readLength,The length of the read,,,,True,DataProperty,,sage.annotations-ngs.readLength-0.0.2,,string,ngs
readStrandOrigin,The strand from which the read originates in a strand-specific protocol,"forward, reverse",,,False,DataProperty,,sage.annotations-ngs.readStrandOrigin-0.0.2,,string,ngs
runType,,"singleEnd, pairedEnd",,,True,DataProperty,,sage.annotations-ngs.runType-0.0.2,,string,ngs
sampleBarcode,The nucleotide sequence of the sample barcode used to identify cells from a single sample in cell hashing or multiplexing assays.,,,,False,DataProperty,,sage.annotations-ngs.sampleBarcode-0.0.2,,string,ngs
DV200,A method to determine the quality of RNA obtained from a sample. DV200 evaluates the percentage of fragments of greater than 200 nucleotides.,,,,False,DataProperty,,sage.annotations-qc.DV200-0.0.1,,number,qc
GQN,Illumina Genomic Quality Number (gDNA quality score),,,,False,DataProperty,,sage.annotations-qc.GQN-0.0.3,,number,qc
meanCoverage,Total number of bases covered by ATAC-seq reads/size of genome,,,,False,DataProperty,,sage.annotations-qc.meanCoverage-0.0.2,,number,qc
meanGCContent,Mean GC content per sample,,,,False,DataProperty,,sage.annotations-qc.meanGCContent-0.0.2,,number,qc
medianGenes,The median number of genes detected (with nonzero UMI counts) across all cell-associated barcodes,,,,False,DataProperty,,sage.annotations-qc.medianGenes-0.0.2,,number,qc
medianUMIs,The median number of total Unique Molecular Identifier (UMI) counts across all cell-associated barcodes,,,,False,DataProperty,,sage.annotations-qc.medianUMIs-0.0.2,,number,qc
ratio260over230,Ratio of absorbance at 230 nm and 260 nm. Measures protein or other contaminants. Range up to approximately 2.2.,,,,False,DataProperty,,sage.annotations-qc.ratio260over230-0.0.2,,number,qc
ratio260over280,Measure of DNA vs. RNA purity. Range up to approximately 2.0.,,,,False,DataProperty,,sage.annotations-qc.ratio260over280-0.0.2,,number,qc
RIN,RNA Integrity Number,,,,False,DataProperty,,sage.annotations-qc.RIN-0.0.2,,number,qc
validBarcodeReads,Fraction of reads with cell barcodes that match the whitelist,,,,False,DataProperty,,sage.annotations-qc.validBarcodeReads-0.0.2,,number,qc
validHiCContacts,Percentage of reads as valid Hi-C interactions (QC metric),,,,False,DataProperty,,sage.annotations-qc.validHiCContacts-0.0.2,,number,qc
consortium,The name of the consortium,"CMC, PEC, AMP-AD, MODEL-AD, M2OVE-AD, Resilience-AD, BSMN, CSBC, PSON, GENIE, Synodos, DHART SPORE, CDCP, Psych-AD, ELITE, Not Applicable",,,True,DataProperty,,sage.annotations-sageCommunity.consortium-0.0.5,,string,sageCommunity
fileFormat,"Defined format of the data file, typically corresponding to extension, but sometimes indicating more general group of files produced by the same tool or software","7z, ab1, abf, avi, bai, bam, bash script, bcf, bed, bed broadPeak, bed gappedPeak, bed narrowPeak, bedgraph, bgzip, bigwig, bim, bpm, bsc, cel, chp, cram, csv, czi, dat, DICOM, doc, dup, excel, fam, fasta, fastq, fig, flagstat, gct, gff3, gtf, gzip, hdf, hic, html, hyperlink, idat, idx, jpg, json, locs, maf, mat, md, mov, mp4, msf, mtx, nirs, pdf, pdresult, pdstudy, pdview, plink, png, powerpoint, Python script, pzfx, R script, raw, RCC, RLF, RData, recal, rmd, saf, sam, sav, sdf, seg, Sentrix descriptor file, sf3, sif, sqlite, sra, svg, svs, Synapse Table, tab, tagAlign, tar, tbi, tif, tranches, tsv, txt, vcf, wiggle, xml, yaml, zip",,,False,DataProperty,,sage.annotations-sageCommunity.fileFormat-0.0.12,,string,sageCommunity
resourceType,The type of resource being stored and annotated,"analysis, curatedData, experimentalData, metadata, report, tool",,,True,DataProperty,,sage.annotations-sageCommunity.resourceType-0.0.5,,string,sageCommunity
softwareName,,,,,False,DataProperty,,sage.annotations-tool.softwareName-0.0.2,,string,tool
